VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       2.04054054054054                     0.3       0.119834301571122       0.017477991330831      0.0102312332728074    5.27478938490526E-05       0.015272672066403        3104.91473005057       -1150.66103693026        3771.99436476117        3734.68239325386      0.0116034862395908        2465.94199347126       0.162868931420234        193316.932638122        11650874.6825312    3.86176869482664E-07 
       2.04129129129129                     0.3         0.1200958580942      0.0174902828131041      0.0102617679452969    5.30021041674164E-05      0.0153286912046907        3104.36658519502       -1146.67153790036        3775.57889185759        3738.70884317833      0.0115670122077317         2458.1906378898       0.163229587295806        193919.470023382        11651956.2273039    3.91975768673508E-07 
       2.04204204204204                     0.3       0.120357414617278      0.0175025742953772      0.0102923026177864    5.32563144857801E-05      0.0153847103429784        3103.81844033947       -1142.68203887046        3779.16341895401         3742.7352931028      0.0115305381758726        2450.43928230835       0.163590243171377        194522.007408642        11653037.7720767    3.97774667864353E-07 
       2.04279279279279                     0.3        0.12061746756707      0.0175139223322647      0.0103224578669006    5.35255580831967E-05      0.0154413648368041        3103.29338232787        -1138.8634589477        3782.51385496226        3746.49550554968      0.0114960892183029        2443.11829035672       0.163948723025472        195117.276361702         11654094.536368    4.03279546010903E-07 
       2.04354354354354                     0.3       0.120869418671833      0.0175201867138455      0.0103505686334363    5.38758069088963E-05      0.0155014428764981        3102.89272532403       -1135.96585848939        3784.60291599244        3748.82112561172      0.0114725521585646        2438.11626713805       0.164295477618839        195673.380139457        11655017.7736665    4.07200122972808E-07 
       2.04429429429429                     0.3       0.121121369776595      0.0175264510954263      0.0103786793999719    5.42260557345958E-05      0.0155615209161922         3102.4920683202       -1133.06825803109        3786.69197702261        3751.14674567377      0.0114490150988262        2433.11424391939       0.164642232212205        196229.483917213        11655941.0109649    4.11120699934713E-07 
       2.04504504504505                     0.3       0.121373320881357      0.0175327154770071      0.0104067901665075    5.45763045602951E-05      0.0156215989558862        3102.09141131636       -1130.17065757279        3788.78103805279        3753.47236573581      0.0114254780390879        2428.11222070074       0.164988986805571        196785.587694967        11656864.2482633    4.15041276896616E-07 
        2.0457957957958                     0.3       0.121622415651594      0.0175383039820945      0.0104350481783739    5.49327851301143E-05      0.0156814162686531        3101.70971381842       -1127.39239040393        3790.67881538057        3755.57967676024      0.0114034156163139        2423.42356764646       0.165332102242268        197334.034215565        11657764.4222511    4.16446903905603E-07 
       2.04654654654655                     0.3         0.1218680748278       0.017543079544151      0.0104634832966594     5.5296761230554E-05      0.0157409199795407        3101.35082078008       -1124.75765710102        3792.34651701507         3757.4244060668      0.0113831268842288        2419.11183566238       0.165670840507867        197873.270601023        11658636.8557303    4.14827553633716E-07 
        2.0472972972973                     0.3       0.122113734004007      0.0175478551062076      0.0104919184149449     5.5660737330994E-05      0.0158004236904284        3100.99192774174        -1122.1229237981        3794.01421864958        3759.26913537336      0.0113628381521437        2414.80010367831       0.166009578773466         198412.50698648        11659509.2892095    4.13208203361828E-07 
       2.04804804804805                     0.3       0.122359393180213      0.0175526306682641      0.0105203535332304    5.60247134314338E-05       0.015859927401316        3100.63303470339        -1119.4881904952        3795.68192028408        3761.11386467992      0.0113425494200586        2410.48837169424       0.166348317039065        198951.743371938        11660381.7226888    4.11588853089941E-07 
        2.0487987987988                     0.3       0.122618625081309      0.0175606194551384      0.0105525954848416    5.63292674245216E-05      0.0159188778003628        3100.17188571744       -1116.06782366401        3798.20496505911        3763.93152151146      0.0113137350296064        2404.36479120093       0.166707036125633        199535.576540645        11661367.3260717    4.08931509110598E-07 
       2.04954954954955                     0.3       0.122882344091709       0.017569670526196      0.0105860959661419    5.66141766157784E-05      0.0159776452758825        3099.67693116793       -1112.38772833004        3801.01078416245        3767.07082577819      0.0112821020775689        2397.64221806839       0.167072360822231        200134.153295676        11662390.3431452    4.05931006976934E-07 
        2.0503003003003                     0.3       0.123146063102108      0.0175787215972536      0.0106195964474421     5.6899085807035E-05      0.0160364127514022        3099.18197661843       -1108.70763299607        3803.81660326579        3770.21013004493      0.0112504691255314        2390.91964493584        0.16743768551883        200732.730050705        11663413.3602186    4.02930504843271E-07 
       2.05105105105105                     0.3       0.123409782112508      0.0175877726683112      0.0106530969287424    5.71839949982918E-05      0.0160951802269219        3098.68702206892        -1105.0275376621        3806.62242236914        3773.34943431167      0.0112188361734939         2384.1970718033       0.167803010215429        201331.306805736         11664436.377292    3.99930002709607E-07 
        2.0518018018018                     0.3       0.123673501122908      0.0175968237393688      0.0106865974100426    5.74689041895485E-05      0.0161539477024416        3098.19206751941       -1101.34744232813        3809.42824147248         3776.4887385784      0.0111872032214564        2377.47449867075       0.168168334912027        201929.883560766        11665459.3943655    3.96929500575943E-07 
       2.05255255255255                     0.3       0.123937220133308      0.0176058748104264      0.0107200978913428    5.77538133808051E-05      0.0162127151779613         3097.6971129699       -1097.66734699417        3812.23406057582        3779.62804284514      0.0111555702694189        2370.75192553821       0.168533659608626        202528.460315796        11666482.4114389     3.9392899844228E-07 
        2.0533033033033                     0.3       0.124200939143707       0.017614925881484      0.0107535983726431    5.80387225720619E-05       0.016271482653481         3097.2021584204        -1093.9872516602        3815.03987967916        3782.76734711188      0.0111239373173814        2364.02935240567       0.168898984305224        203127.037070826        11667505.4285124    3.90928496308616E-07 
       2.05405405405405                     0.3       0.124464658154107      0.0176239769525416      0.0107870988539433    5.83236317633185E-05      0.0163302501290007        3096.70720387089       -1090.30715632623         3817.8456987825        3785.90665137861      0.0110923043653439        2357.30677927313       0.169264309001823        203725.613825856        11668528.4455858    3.87927994174953E-07 
        2.0548048048048                     0.3       0.124728377164507      0.0176330280235992      0.0108205993352435    5.86085409545752E-05      0.0163890176045204        3096.21224932138       -1086.62706099226        3820.65151788584        3789.04595564535      0.0110606714133063        2350.58420614058       0.169629633698421        204324.190580886        11669551.4626592    3.84927492041289E-07 
       2.05555555555556                     0.3       0.124992096174906      0.0176420790946568      0.0108540998165438    5.88934501458318E-05      0.0164477850800401        3095.71729477187       -1082.94696565829        3823.45733698918        3792.18525991209      0.0110290384612688        2343.86163300804        0.16999495839502        204922.767335916        11670574.4797327    3.81926989907626E-07 
       2.05630630630631                     0.3       0.125255815185306      0.0176511301657144       0.010887600297844    5.91783593370886E-05      0.0165065525555598        3095.22234022236       -1079.26687032432        3826.26315609252        3795.32456417882      0.0109974055092313         2337.1390598755       0.170360283091619        205521.344090946        11671597.4968061    3.78926487773962E-07 
       2.05705705705706                     0.3       0.125519534195706       0.017660181236772      0.0109211007791442    5.94632685283453E-05      0.0165653200310796        3094.72738567286       -1075.58677499035        3829.06897519586        3798.46386844556      0.0109657725571938        2330.41648674295       0.170725607788217        206119.920845976        11672620.5138796    3.75925985640297E-07 
       2.05780780780781                     0.3       0.125783253206106      0.0176692323078296      0.0109546012604445    5.97481777196019E-05      0.0166240875065992        3094.23243112335       -1071.90667965638         3831.8747942992         3801.6031727123      0.0109341396051563        2323.69391361041       0.171090932484816        206718.497601006         11673643.530953    3.72925483506635E-07 
       2.05855855855856                     0.3       0.126046972216505      0.0176782833788872      0.0109881017417447    6.00330869108587E-05       0.016682854982119        3093.73747657384       -1068.22658432241        3834.68061340254        3804.74247697903      0.0109025066531188        2316.97134047787       0.171456257181414        207317.074356036        11674666.5480264     3.6992498137297E-07 
       2.05930930930931                     0.3       0.126310691226905      0.0176873344499448       0.011021602223045    6.03179961021155E-05      0.0167416224576387        3093.24252202433       -1064.54648898845        3837.48643250588        3807.88178124577      0.0108708737010813        2310.24876734532       0.171821581878013        207915.651111067        11675689.5650999    3.66924479239306E-07 
       2.06006006006006                     0.3       0.126574410237305      0.0176963855210024      0.0110551027043452    6.06029052933721E-05      0.0168003899331584        3092.74756747483       -1060.86639365448        3840.29225160922        3811.02108551251      0.0108392407490438        2303.52619421278       0.172186906574612        208514.227866096        11676712.5821733    3.63923977105644E-07 
       2.06081081081081                     0.3       0.126838129247705        0.01770543659206      0.0110886031856454    6.08878144846288E-05      0.0168591574086781        3092.25261292532       -1057.18629832051        3843.09807071256        3814.16038977924      0.0108076077970063        2296.80362108023        0.17255223127121        209112.804621127        11677735.5992468    3.60923474971979E-07 
       2.06156156156156                     0.3       0.127101848258104      0.0177144876631176      0.0111221036669456    6.11727236758854E-05      0.0169179248841978        3091.75765837581       -1053.50620298654         3845.9038898159        3817.29969404598      0.0107759748449688        2290.08104794769       0.172917555967809        209711.381376156        11678758.6163202    3.57922972838317E-07 
       2.06231231231231                     0.3       0.127365567268504      0.0177235387341752      0.0111556041482459    6.14576328671422E-05      0.0169766923597175         3091.2627038263       -1049.82610765257        3848.70970891925        3820.43899831272      0.0107443418929313        2283.35847481515       0.173282880664407        210309.958131187        11679781.6333936    3.54922470704652E-07 
       2.06306306306306                     0.3       0.127629286278904      0.0177325898052328      0.0111891046295461    6.17425420583988E-05      0.0170354598352372         3090.7677492768        -1046.1460123186        3851.51552802259        3823.57830257945      0.0107127089408938        2276.63590168261       0.173648205361006        210908.534886216        11680804.6504671     3.5192196857099E-07 
       2.06381381381381                     0.3       0.127893005289303      0.0177416408762904      0.0112226051108464    6.20274512496555E-05      0.0170942273107569        3090.27279472729       -1042.46591698463        3854.32134712593        3826.71760684619      0.0106810759888563        2269.91332855006       0.174013530057605        211507.111641247        11681827.6675405    3.48921466437325E-07 
       2.06456456456456                     0.3       0.128156724299703       0.017750691947348      0.0112561055921466    6.23123604409123E-05      0.0171529947862766        3089.77784017778       -1038.78582165066        3857.12716622927        3829.85691111293      0.0106494430368187        2263.19075541752       0.174378854754203        212105.688396277         11682850.684614    3.45920964303661E-07 
       2.06531531531532                     0.3       0.128420443310103      0.0177597430184056      0.0112896060734468    6.25972696321689E-05      0.0172117622617963        3089.28288562827        -1035.1057263167        3859.93298533261        3832.99621537966      0.0106178100847813        2256.46818228498       0.174744179450802        212704.265151307        11683873.7016874    3.42920462169998E-07 
       2.06606606606607                     0.3       0.128684162320503      0.0177687940894632      0.0113231065547471    6.28821788234257E-05       0.017270529737316        3088.78793107876       -1031.42563098273        3862.73880443595         3836.1355196464      0.0105861771327437        2249.74560915243         0.1751095041474        213302.841906337        11684896.7187608    3.39919960036334E-07 
       2.06681681681682                     0.3       0.128947881330902      0.0177778451605208      0.0113566070360473    6.31670880146824E-05      0.0173292972128357        3088.29297652926       -1027.74553564876        3865.54462353929        3839.27482391314      0.0105545441807062        2243.02303601989       0.175474828843999        213901.418661367        11685919.7358343     3.3691945790267E-07 
       2.06756756756757                     0.3       0.129211600341302      0.0177868962315784      0.0113901075173475     6.3451997205939E-05      0.0173880646883554        3087.79802197975       -1024.06544031479        3868.35044264263        3842.41412817987      0.0105229112286687        2236.30046288735       0.175840153540598        214499.995416397        11686942.7529077    3.33918955769007E-07 
       2.06831831831832                     0.3         0.1294659175506      0.0177937215078249      0.0114209710123353    6.37780679796285E-05      0.0174472154419506        3087.37389993357       -1020.92955185394        3870.56376715505        3844.87948737289      0.0104971839842089        2230.83295382256       0.176191637559946        215067.680063225        11687887.3774009    3.31637469931767E-07 
       2.06906906906907                     0.3       0.129711576726806      0.0177984970698815      0.0114494061306208    6.41420440800683E-05      0.0175067191528383        3087.01500689522       -1018.29481855103        3872.23146878956        3846.72421667945      0.0104768952521238        2226.52122183849       0.176530375825545        215606.916448682        11688759.8108801     3.3001811965988E-07 
       2.06981981981982                     0.3       0.129957235903013       0.017803272631938      0.0114778412489064    6.45060201805082E-05      0.0175662228637259        3086.65611385688       -1015.66008524811        3873.89917042407        3848.56894598601      0.0104566065200387        2222.20948985442       0.176869114091144         216146.15283414        11689632.2443593    3.28398769387992E-07 
       2.07057057057057                     0.3       0.130202895079219      0.0178080481939945      0.0115062763671918     6.4869996280948E-05      0.0176257265746135        3086.29722081854       -1013.02535194521        3875.56687205857        3850.41367529257      0.0104363177879536        2217.89775787035       0.177207852356742        216685.389219598        11690504.6778385    3.26779419116104E-07 
       2.07132132132132                     0.3       0.130441950897014      0.0178112293665892      0.0115350011597945    6.52413876546344E-05      0.0176846858894948        3085.97324777564        -1010.5976066631        3876.90596205214        3851.89000474445      0.0104184113393155        2214.09232436012       0.177538145495253        217205.509609514        11691329.0520605    3.25599080919274E-07 
       2.07207207207207                     0.3       0.130679539143612      0.0178140561922128      0.0115637903314082    6.56144270444904E-05      0.0177435242144421        3085.65703556842        -1008.2158636784        3878.17201936307        3853.28445873506      0.0104010343440785         2210.3994137528        0.17786656173651        217721.381542399         11692142.745296    3.24516311480104E-07 
       2.07282282282282                     0.3        0.13091712739021      0.0178168830178364      0.0115925795030218    6.59874664343463E-05      0.0178023625393894         3085.3408233612        -1005.8341206937        3879.43807667399        3854.67891272567      0.0103836573488416        2206.70650314549       0.178194977977767        218237.253475285        11692956.4385315    3.23433542040934E-07 
       2.07357357357357                     0.3        0.13115765628343      0.0178199523274806      0.0116222367595528    6.63535324928707E-05      0.0178615209501593        3085.01038383456       -1003.33918033738         3880.7959533435        3856.17852751778      0.0103651470120695        2202.77273820045        0.17852775861763        218760.927204662        11693785.9798166    3.22248083929568E-07 
       2.07432432432432                     0.3       0.131420674968645      0.0178248761323715       0.011658533048832    6.66662671616281E-05      0.0179231273475448        3084.57113509168       -999.978517005941        3882.85605593179        3858.48240234372      0.0103379689845936         2196.9969416709        0.17889391777231        219344.268348332        11694736.7255116    3.20277272399424E-07 
       2.07507507507508                     0.3        0.13168369365386      0.0178297999372625      0.0116948293381111    6.69790018303854E-05      0.0179847337449302         3084.1318863488       -996.617853674509        3884.91615852007        3860.78627716966      0.0103107909571177        2191.22114514135       0.179260076926989        219927.609492002        11695687.4712066    3.18306460869281E-07 
       2.07582582582583                     0.3       0.131946712339075      0.0178347237421535      0.0117311256273902    6.72917364991428E-05      0.0180463401423157        3083.69263760592       -993.257190343075        3886.97626110836         3863.0901519956      0.0102836129296418         2185.4453486118       0.179626236081669        220510.950635673        11696638.2169016    3.16335649339136E-07 
       2.07657657657658                     0.3        0.13220973102429      0.0178396475470444      0.0117674219166694       6.76044711679E-05      0.0181079465397011        3083.25338886304       -989.896527011643        3889.03636369664        3865.39402682153       0.010256434902166        2179.66955208225       0.179992395236348        221094.291779342        11697588.9625966    3.14364837808993E-07 
       2.07732732732733                     0.3       0.132472749709505      0.0178445713519354      0.0118037182059485    6.79172058366574E-05      0.0181695529370866        3082.81414012016       -986.535863680209        3891.09646628493        3867.69790164747      0.0102292568746901         2173.8937555527       0.180358554391028        221677.632923013        11698539.7082916    3.12394026278849E-07 
       2.07807807807808                     0.3        0.13273576839472      0.0178494951568264      0.0118400144952276    6.82299405054147E-05       0.018231159334472        3082.37489137728       -983.175200348777        3893.15656887321        3870.00177647341      0.0102020788472142        2168.11795902316       0.180724713545707        222260.974066683        11699490.4539866    3.10423214748706E-07 
       2.07882882882883                     0.3       0.132998787079935      0.0178544189617173      0.0118763107845068    6.85426751741721E-05      0.0182927657318575         3081.9356426344       -979.814537017343         3895.2166714615        3872.30565129935      0.0101749008197384        2162.34216249361       0.181090872700387        222844.315210353        11700441.1996816    3.08452403218561E-07 
       2.07957957957958                     0.3        0.13326180576515      0.0178593427666083      0.0119126070737859    6.88554098429295E-05       0.018354372129243        3081.49639389152       -976.453873685909        3897.27677404978        3874.60952612529      0.0101477227922625        2156.56636596405       0.181457031855066        223427.656354023        11701391.9453766    3.06481591688417E-07 
       2.08033033033033                     0.3       0.133524824450365      0.0178642665714993      0.0119489033630651    6.91681445116867E-05      0.0184159785266284        3081.05714514864       -973.093210354477        3899.33687663807        3876.91340095123      0.0101205447647866        2150.79056943451       0.181823191009746        224010.997497693        11702342.6910716    3.04510780158274E-07 
       2.08108108108108                     0.3        0.13378784313558      0.0178691903763902      0.0119851996523442    6.94808791804442E-05      0.0184775849240139        3080.61789640576       -969.732547023043        3901.39697922635        3879.21727577717      0.0100933667373108        2145.01477290496       0.182189350164425        224594.338641364        11703293.4367666    3.02539968628129E-07 
       2.08183183183183                     0.3       0.134050861820795      0.0178741141812812      0.0120214959416234    6.97936138492016E-05      0.0185391913213994        3080.17864766288       -966.371883691609        3903.45708181464        3881.52115060311      0.0100661887098349        2139.23897637541       0.182555509319105        225177.679785034        11704244.1824616    3.00569157097985E-07 
       2.08258258258258                     0.3        0.13431388050601      0.0178790379861722      0.0120577922309025    7.01063485179588E-05      0.0186007977187848        3079.73939892001       -963.011220360178        3905.51718440292        3883.82502542905       0.010039010682359        2133.46317984586       0.182921668473784        225761.020928704        11705194.9281566    2.98598345567842E-07 
       2.08333333333333                     0.3       0.134576899191225      0.0178839617910631      0.0120940885201816    7.04190831867162E-05      0.0186624041161703        3079.30015017713       -959.650557028743         3907.5772869912        3886.12890025499      0.0100118326548831        2127.68738331631       0.183287827628464        226344.362072374        11706145.6738516    2.96627534037697E-07 
       2.08408408408408                     0.3       0.134839917876439      0.0178888855959541      0.0121303848094608    7.07318178554735E-05      0.0187240105135557        3078.86090143425       -956.289893697312        3909.63738957949        3888.43277508093     0.00998465462740728        2121.91158678676       0.183653986783143        226927.703216044        11707096.4195466    2.94656722507554E-07 
       2.08483483483483                     0.3       0.135102936561655      0.0178938094008451      0.0121666810987399    7.10445525242309E-05      0.0187856169109412        3078.42165269137       -952.929230365877        3911.69749216777        3890.73664990686     0.00995747659993141        2116.13579025721       0.184020145937823        227511.044359714        11708047.1652416     2.9268591097741E-07 
       2.08558558558559                     0.3       0.135365955246869       0.017898733205736       0.012202977388019    7.13572871929881E-05      0.0188472233083266        3077.98240394849       -949.568567034445        3913.75759475606         3893.0405247328     0.00993029857245555        2110.35999372766       0.184386305092502        228094.385503384        11708997.9109366    2.90715099447267E-07 
       2.08633633633634                     0.3       0.135628973932084       0.017903657010627      0.0122392736772982    7.16700218617455E-05      0.0189088297057121        3077.54315520561       -946.207903703011        3915.81769734434        3895.34439955874     0.00990312054497967        2104.58419719811       0.184752464247182        228677.726647055        11709948.6566316    2.88744287917122E-07 
       2.08708708708709                     0.3       0.135891992617299       0.017908580815518      0.0122755699665773    7.19827565305029E-05      0.0189704361030976        3077.10390646273       -942.847240371578        3917.87779993263        3897.64827438468     0.00987594251750379        2098.80840066856       0.185118623401862        229261.067790725        11710899.4023266    2.86773476386978E-07 
       2.08783783783784                     0.3       0.136155011302514      0.0179135046204089      0.0123118662558565    7.22954911992602E-05       0.019032042500483        3076.66465771985       -939.486577040146        3919.93790252091        3899.95214921062     0.00984876449002793        2093.03260413901       0.185484782556541        229844.408934395        11711850.1480216    2.84802664856835E-07 
       2.08858858858859                     0.3       0.136418029987729      0.0179184284252999      0.0123481625451356    7.26082258680176E-05      0.0190936488978685        3076.22540897697       -936.125913708712         3921.9980051092        3902.25602403656     0.00982158646255206        2087.25680760946       0.185850941711221        230427.750078065        11712800.8937166    2.82831853326691E-07 
       2.08933933933934                     0.3       0.136681048672944      0.0179233522301909      0.0123844588344148     7.2920960536775E-05       0.019155255295254        3075.78616023409       -932.765250377278        3924.05810769748         3904.5598988625     0.00979440843507618        2081.48101107991         0.1862171008659        231011.091221735        11713751.6394116    2.80861041796546E-07 
       2.09009009009009                     0.3       0.136944067358159      0.0179282760350818      0.0124207551236939    7.32336952055322E-05      0.0192168616926394        3075.34691149121       -929.404587045846        3926.11821028577        3906.86377368844     0.00976723040760032        2075.70521455036        0.18658326002058        231594.432365405        11714702.3851065    2.78890230266403E-07 
       2.09084084084084                     0.3       0.137207086043374      0.0179331998399728       0.012457051412973    7.35464298742897E-05      0.0192784680900249        3074.90766274833       -926.043923714412        3928.17831287405        3909.16764851438     0.00974005238012444        2069.92941802081       0.186949419175259        232177.773509076        11715653.1308015    2.76919418736259E-07 
       2.09159159159159                     0.3       0.137470104728589      0.0179381236448638      0.0124933477022522    7.38591645430469E-05      0.0193400744874103        3074.46841400545        -922.68326038298        3930.23841546234        3911.47152334032     0.00971287435264858        2064.15362149127       0.187315578329939        232761.114652746        11716603.8764965    2.74948607206115E-07 
       2.09234234234234                     0.3       0.137733123413804      0.0179430474497547      0.0125296439915313    7.41718992118043E-05      0.0194016808847958        3074.02916526257       -919.322597051546        3932.29851805062        3913.77539816625     0.00968569632517271        2058.37782496171       0.187681737484618        233344.455796416        11717554.6221915    2.72977795675971E-07 
       2.09309309309309                     0.3       0.137996142099019      0.0179479712546457      0.0125659402808104    7.44846338805616E-05      0.0194632872821812        3073.58991651969       -915.961933720114        3934.35862063891        3916.07927299219     0.00965851829769685        2052.60202843217       0.188047896639298        233927.796940086        11718505.3678865    2.71006984145828E-07 
       2.09384384384384                     0.3       0.138236681760285      0.0179510414522167      0.0125956007160907    7.48506744041737E-05      0.0195224468650399        3073.25942489552       -913.466578858178        3935.71683353212        3917.57927286163     0.00964000381085989        2048.66738152784       0.188380693260695        234451.499238045        11719334.9672039    2.69821150009559E-07 
       2.09459459459459                     0.3       0.138474270006883      0.0179538682778403      0.0126243898877044    7.52237137940298E-05      0.0195812851899872         3072.9432126883       -911.084835873477        3936.98289084304        3918.97372685225     0.00962262681562298        2044.97447092052       0.188709109501952        234967.371170931        11720148.6604395    2.68738380570389E-07 
       2.09534534534535                     0.3       0.138711858253481      0.0179566951034639      0.0126531790593181    7.55967531838856E-05      0.0196401235149344        3072.62700048108       -908.703092888778        3938.24894815397        3920.36818084286     0.00960524982038607         2041.2815603132       0.189037525743209        235483.243103816         11720962.353675    2.67655611131219E-07 
        2.0960960960961                     0.3        0.13894782628285      0.0179592419677283      0.0126818753482484    7.59706630442584E-05      0.0196987812998654        3072.31770482243       -906.364456672677        3939.45816286145        3921.69897413057     0.00958833363948518        2037.68658299324       0.189363769002924        235994.568578935        11721766.1811993    2.66634410784793E-07 
       2.09684684684685                     0.3       0.139176483322909       0.017960525547991      0.0127101525178819    7.63485007733929E-05      0.0197566244248201         3072.0396190607         -904.2203333396        3940.41088377384        3922.74250796323     0.00957349681474929        2034.53351506906        0.18968020700657        236485.378839472         11722525.491169    2.65891031813617E-07 
        2.0975975975976                     0.3       0.139405140362969      0.0179618091282538      0.0127384296875154    7.67263385025272E-05      0.0198144675497748        3071.76153329898       -902.076210006524        3941.36360468623        3923.78604179589     0.00955865999001341        2031.38044714488       0.189996645010216        236976.189100009        11723284.8011386    2.65147652842442E-07 
       2.09834834834835                     0.3       0.139633797403028      0.0179630927085165      0.0127667068571489    7.71041762316617E-05      0.0198723106747296        3071.48344753725       -899.932086673446        3942.31632559861        3924.82957562854     0.00954382316527752         2028.2273792207       0.190313083013862        237466.999360546        11724044.1111083    2.64404273871267E-07 
        2.0990990990991                     0.3       0.139877757800982      0.0179644955437157      0.0127992922307238    7.74621582215105E-05      0.0199330502941379        3071.15184060819       -897.355488832306        3943.52217560981        3926.16589140187     0.00952496760368849        2024.22026285723       0.190652128315867        237993.249565349         11724864.939287    2.63382114342402E-07 
       2.09984984984985                     0.3       0.140138364410282      0.0179660280983459      0.0128365638485745    7.77985421519748E-05      0.0199969405723215        3070.76201608603       -894.308467302916        3945.00336653023        3927.82068042117      0.0095017406653424        2019.28415620816       0.191015764682725        238558.049532006        11725752.6838326    2.62056711557078E-07 
        2.1006006006006                     0.3       0.140398971019582       0.017967560652976      0.0128738354664252    7.81349260824388E-05      0.0200608308505051        3070.37219156387       -891.261445773528        3946.48455745065        3929.47546944047     0.00947851372699633         2014.3480495591       0.191379401049583        239122.849498663        11726640.4283781    2.60731308771755E-07 
       2.10135135135135                     0.3       0.140659577628882      0.0179690932076061      0.0129111070842759     7.8471310012903E-05      0.0201247211286887        3069.98236704172       -888.214424244137        3947.96574837107        3931.13025845977     0.00945528678865025        2009.41194291003       0.191743037416441         239687.64946532        11727528.1729237    2.59405905986431E-07 
        2.1021021021021                     0.3       0.140920184238182      0.0179706257622362      0.0129483787021265    7.88076939433672E-05      0.0201886114068723        3069.59254251956       -885.167402714747        3949.44693929149        3932.78504747906     0.00943205985030416        2004.47583626097         0.1921066737833        240252.449431977        11728415.9174693    2.58080503201107E-07 
       2.10285285285285                     0.3       0.141180790847482      0.0179721583168663      0.0129856503199772    7.91440778738312E-05      0.0202525016850558         3069.2027179974       -882.120381185359        3950.92813021191        3934.43983649836     0.00940883291195809        1999.53972961191       0.192470310150158        240817.249398634        11729303.6620148    2.56755100415784E-07 
        2.1036036036036                     0.3       0.141441397456783      0.0179736908714964      0.0130229219378279    7.94804618042954E-05      0.0203163919632394        3068.81289347525       -879.073359655969        3952.40932113233        3936.09462551766     0.00938560597361201        1994.60362296284       0.192833946517016        241382.049365291        11730191.4065604    2.55429697630461E-07 
       2.10435435435435                     0.3       0.141702004066083      0.0179752234261265      0.0130601935556786    7.98168457347596E-05       0.020380282241423        3068.42306895309       -876.026338126578        3953.89051205276        3937.74941453696     0.00936237903526593        1989.66751631377       0.193197582883875        241946.849331948         11731079.151106    2.54104294845137E-07 
       2.10510510510511                     0.3       0.141962610675383      0.0179767559807567      0.0130974651735292    8.01532296652236E-05      0.0204441725196066        3068.03324443093        -872.97931659719        3955.37170297318        3939.40420355626     0.00933915209691986        1984.73140966471       0.193561219250733        242511.649298605        11731966.8956515    2.52778892059814E-07 
       2.10585585585586                     0.3       0.142223217284683      0.0179782885353868      0.0131347367913799    8.04896135956878E-05      0.0205080627977902        3067.64341990878         -869.9322950678         3956.8528938936        3941.05899257556     0.00931592515857377        1979.79530301564       0.193924855617591        243076.449265262        11732854.6401971     2.5145348927449E-07 
       2.10660660660661                     0.3       0.142483823893983      0.0179798210900169      0.0131720084092306    8.08259975261518E-05      0.0205719530759737        3067.25359538662       -866.885273538412        3958.33408481402        3942.71378159485      0.0092926982202277        1974.85919636658       0.194288491984449        243641.249231919        11733742.3847427    2.50128086489167E-07 
       2.10735735735736                     0.3       0.142744430503283       0.017981353644647      0.0132092800270813    8.11623814566161E-05      0.0206358433541573        3066.86377086446       -863.838252009021        3959.81527573444        3944.36857061415     0.00926947128188162        1969.92308971751       0.194652128351308        244206.049198576        11734630.1292882    2.48802683703843E-07 
       2.10810810810811                     0.3       0.143005037112583      0.0179828861992771       0.013246551644932    8.14987653870801E-05      0.0206997336323409         3066.4739463423       -860.791230479633        3961.29646665486        3946.02335963345     0.00924624434353554        1964.98698306845       0.195015764718166        244770.849165232        11735517.8738338     2.4747728091852E-07 
       2.10885885885886                     0.3       0.143265643721883      0.0179844187539072      0.0132838232627826    8.18351493175443E-05      0.0207636239105245        3066.08412182015       -857.744208950243        3962.77765757528        3947.67814865275     0.00922301740518946        1960.05087641938       0.195379401085024        245335.649131889        11736405.6183794    2.46151878133197E-07 
       2.10960960960961                     0.3       0.143526250331184      0.0179859513085373      0.0133210948806333    8.21715332480085E-05      0.0208275141887081        3065.69429729799       -854.697187420853         3964.2588484957        3949.33293767205     0.00919979046684338        1955.11476977032       0.195743037451883        245900.449098546        11737293.3629249    2.44826475347873E-07 
       2.11036036036036                     0.3       0.143786856940484      0.0179874838631675       0.013358366498484    8.25079171784725E-05      0.0208914044668916        3065.30447277583       -851.650165891464        3965.74003941612        3950.98772669134     0.00917656352849731        1950.17866312125       0.196106673818741        246465.249065203        11738181.1074705     2.4350107256255E-07 
       2.11111111111111                     0.3       0.144047463549784      0.0179890164177976      0.0133956381163347    8.28443011089367E-05      0.0209552947450752        3064.91464825368       -848.603144362074        3967.22123033654        3952.64251571064     0.00915333659015122        1945.24255647219       0.196470310185599         247030.04903186        11739068.8520161    2.42175669777226E-07 
