VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "rho_NOp"
 "rho_N2p"
 "rho_O2p"
 "rho_Np"
 "rho_Op"
 "rho_e"
 "U"
 "V"
 "T"
 "Tv"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                      2       0.103353353353353      0.0925349859271123      0.0283547016735797    5.91929763719937E-16    3.33242105836037E-25    7.70322005497638E-14                       0                       0                       0                       0                       0                       0         3379.3059321354        1.14272134868524        689.993475521179        377.306801958208       0.120889653848812        24041.7434652726        6406373.03527088      0.0112347812441291 
                      2       0.103703703703704      0.0925027991549359      0.0283448390008376    5.81261381518821E-16    3.19138602149247E-25    7.56793413378128E-14                       0                       0                       0                       0                       0                       0        3379.31596565472        0.95792902540417        689.895763549246        376.999374321659       0.120847605756578        24029.9972362873        6406306.61940112      0.0112500912411083 
                      2       0.104054054054054      0.0924706123827595      0.0283349763280955    5.70592999317704E-16    3.05035098462455E-25    7.43264821258616E-14                       0                       0                       0                       0                       0                       0        3379.32599917405       0.773136702123081        689.798051577313         376.69194668511       0.120805557664345        24018.2510073021        6406240.20353136      0.0112654012380876 
                      2       0.104404404404404      0.0924384256105831      0.0283251136553534    5.59924617116588E-16    2.90931594775665E-25    7.29736229139107E-14                       0                       0                       0                       0                       0                       0        3379.33603269337       0.588344378842014         689.70033960538        376.384519048561       0.120763509572111        24006.5047783168         6406173.7876616      0.0112807112350668 
                      2       0.104754754754755      0.0924062388384067      0.0283152509826113     5.4925623491547E-16    2.76828091088873E-25    7.16207637019595E-14                       0                       0                       0                       0                       0                       0         3379.3460662127       0.403552055560924        689.602627633447        376.077091412012       0.120721461479878        23994.7585493315        6406107.37179183      0.0112960212320461 
                      2       0.105105105105105      0.0923740520662304      0.0283053883098692    5.38587852714354E-16    2.62724587402083E-25    7.02679044900085E-14                       0                       0                       0                       0                       0                       0        3379.35609973202       0.218759732279857        689.504915661513        375.769663775463       0.120679413387644        23983.0123203462        6406040.95592207      0.0113113312290254 
                      2       0.105455455455455       0.092341865294054      0.0282955256371271    5.27919470513238E-16    2.48621083715292E-25    6.89150452780575E-14                       0                       0                       0                       0                       0                       0        3379.36613325135      0.0339674089987825         689.40720368958        375.462236138914       0.120637365295411        23971.2660913609        6405974.54005231      0.0113266412260046 
                      2       0.105805805805806      0.0923096785218776       0.028285662964385    5.17251088312121E-16    2.34517580028501E-25    6.75621860661064E-14                       0                       0                       0                       0                       0                       0        3379.37616677067      -0.150824914282299        689.309491717647        375.154808502365       0.120595317203178        23959.5198623757        6405908.12418255      0.0113419512229839 
                      2       0.106156156156156      0.0922774917497012      0.0282758002916429    5.06582706111005E-16     2.2041407634171E-25    6.62093268541554E-14                       0                       0                       0                       0                       0                       0           3379.38620029      -0.335617237563374        689.211779745714        374.847380865816       0.120553269110944        23947.7736333904        6405841.70831279      0.0113572612199631 
                      2       0.106506506506507      0.0922453049775248      0.0282659376189008    4.95914323909888E-16    2.06310572654919E-25    6.48564676422043E-14                       0                       0                       0                       0                       0                       0        3379.39623380932      -0.520409560844456        689.114067773781        374.539953229267       0.120511221018711        23936.0274044051        6405775.29244303      0.0113725712169424 
                      2       0.106856856856857      0.0922131182053484      0.0282560749461587    4.85245941708771E-16    1.92207068968128E-25    6.35036084302533E-14                       0                       0                       0                       0                       0                       0        3379.40626732865      -0.705201884125531        689.016355801848        374.232525592718       0.120469172926477        23924.2811754198        6405708.87657327      0.0113878812139217 
                      2       0.107207207207207      0.0921809314331721      0.0282462122734166    4.74577559507655E-16    1.78103565281337E-25    6.21507492183022E-14                       0                       0                       0                       0                       0                       0        3379.41630084797      -0.889994207406606        688.918643829914        373.925097956169       0.120427124834244        23912.5349464345        6405642.46070351      0.0114031912109009 
                      2       0.107557557557558      0.0921487446609957      0.0282363496006745    4.63909177306538E-16    1.64000061594546E-25    6.07978900063512E-14                       0                       0                       0                       0                       0                       0         3379.4263343673       -1.07478653068769        688.820931857981         373.61767031962       0.120385076742011        23900.7887174492        6405576.04483374      0.0114185012078802 
                      2       0.107907907907908      0.0921165578888193      0.0282264869279324    4.53240795105421E-16    1.49896557907755E-25    5.94450307944001E-14                       0                       0                       0                       0                       0                       0        3379.43636788662       -1.25957885396876        688.723219886048        373.310242683071       0.120343028649777         23889.042488464        6405509.62896398      0.0114338112048595 
                      2       0.108258258258258      0.0920843711166429      0.0282166242551903    4.42572412904305E-16    1.35793054220963E-25     5.8092171582449E-14                       0                       0                       0                       0                       0                       0        3379.44640140595       -1.44437117724984        688.625507914115        373.002815046522       0.120300980557544        23877.2962594787        6405443.21309422      0.0114491212018387 
                      2       0.108608608608609      0.0920521843444665      0.0282067615824482    4.31904030703188E-16    1.21689550534173E-25     5.6739312370498E-14                       0                       0                       0                       0                       0                       0        3379.45643492527       -1.62916350053092        688.527795942182        372.695387409973        0.12025893246531        23865.5500304934        6405376.79722446       0.011464431198818 
                      2       0.108958958958959      0.0920199975722902      0.0281968989097061    4.21235648502072E-16    1.07586046847382E-25     5.5386453158547E-14                       0                       0                       0                       0                       0                       0         3379.4664684446       -1.81395582381199        688.430083970248        372.387959773424       0.120216884373077        23853.8038015081         6405310.3813547      0.0114797411957972 
                      2       0.109309309309309      0.0919878108001138       0.028187036236964    4.10567266300955E-16    9.34825431605904E-26    5.40335939465959E-14                       0                       0                       0                       0                       0                       0        3379.47650196392       -1.99874814709308        688.332371998315        372.080532136875       0.120174836280843        23842.0575725228        6405243.96548494      0.0114950511927765 
                      2        0.10965965965966      0.0919575627608398      0.0281777676680232    3.99529123493286E-16    7.89673826792958E-26    5.26394976401385E-14                       0                       0                       0                       0                       0                       0        3379.48591364824       -2.17241390351122        688.240624400243          371.7723493504       0.120135319066942        23831.0181530222        6405181.32574441      0.0115066672247664 
                      2        0.11001001001001       0.091927536841567      0.0281685671653626    3.88448617332603E-16    6.44050588122931E-26    5.12406768131105E-14                       0                       0                       0                       0                       0                       0        3379.49525408912       -2.34480489276515        688.149560138553        371.464080046643       0.120096091814952        23820.0597124554         6405119.1186338       0.011517860040383 
                      2        0.11036036036036      0.0918975109222942       0.028159366662702    3.77368111171919E-16     4.9842734945291E-26    4.98418559860825E-14                       0                       0                       0                       0                       0                       0           3379.50459453       -2.51719588201908        688.058495876864        371.155810742885       0.120056864562962        23809.1012718887        6405056.91152318      0.0115290528559996 
                      2       0.110710710710711      0.0918674850030213      0.0281501661600415    3.66287605011237E-16    3.52804110782895E-26    4.84430351590545E-14                       0                       0                       0                       0                       0                       0        3379.51393497089       -2.68958687127301        687.967431615174        370.847541439128       0.120017637310972        23798.1428313219        6404994.70441256      0.0115402456716162 
                      2       0.111061061061061      0.0918374590837485      0.0281409656573809    3.55207098850553E-16    2.07180872112862E-26    4.70442143320264E-14                       0                       0                       0                       0                       0                       0        3379.52327541177       -2.86197786052695        687.876367353485         370.53927213537       0.119978410058981        23787.1843907552        6404932.49730194      0.0115514384872329 
                      2       0.111411411411411      0.0918074331644757      0.0281317651547203     3.4412659268987E-16    6.15576334428469E-27    4.56453935049985E-14                       0                       0                       0                       0                       0                       0        3379.53261585265       -3.03436884978087        687.785303091795        370.231002831613       0.119939182806991        23776.2259501884        6404870.29019132      0.0115626313028495 
                      2       0.111761761761762      0.0917406564248068      0.0281113034008732    3.38441082972815E-16    3.70546966291986E-27    4.49067608667979E-14                       0                       0                       0                       0                       0                       0        3379.55507731959       -3.42262540482868        687.577334284083         369.95241270697       0.119851944901438         23751.911218311        6404739.99565801      0.0115900631032646 
                      2       0.112112112112112      0.0916667698530073      0.0280886630397284    3.33799291971308E-16    3.59837541089709E-27    4.42958485664441E-14                       0                       0                       0                       0                       0                       0         3379.5800771868       -3.85264342041031        687.346749064313        369.679564331192       0.119755418830788        23725.0125716234        6404596.52889778      0.0116206365058166 
                      2       0.112462462462462      0.0915928832812079      0.0280660226785835      3.291575009698E-16    3.49128115887431E-27    4.36849362660902E-14                       0                       0                       0                       0                       0                       0        3379.60507705402       -4.28266143599197        687.116163844544        369.406715955413       0.119658892760138        23698.1139249359        6404453.06213756      0.0116512099083687 
                      2       0.112812812812813      0.0915189967094085      0.0280433823174386    3.24515709968291E-16    3.38418690685153E-27    4.30740239657363E-14                       0                       0                       0                       0                       0                       0        3379.63007692123       -4.71267945157364        686.885578624774        369.133867579635       0.119562366689487        23671.2152782483        6404309.59537734      0.0116817833109207 
                      2       0.113163163163163       0.091445110137609      0.0280207419562937    3.19873918966783E-16    3.27709265482876E-27    4.24631116653825E-14                       0                       0                       0                       0                       0                       0        3379.65507678845       -5.14269746715529        686.654993405005        368.861019203856       0.119465840618837        23644.3166315608        6404166.12861711      0.0117123567134726 
                      2       0.113513513513514      0.0913712235658096      0.0279981015951488    3.15232127965275E-16    3.16999840280598E-27    4.18521993650286E-14                       0                       0                       0                       0                       0                       0        3379.68007665566       -5.57271548273696        686.424408185235        368.588170828078       0.119369314548186        23617.4179848732        6404022.66185688      0.0117429301160247 
                      2       0.113863863863864      0.0912968003884811      0.0279752967953085    3.10613725591578E-16    3.06429622813815E-27    4.12439660651876E-14                       0                       0                       0                       0                       0                       0        3379.70528267378       -6.00595628658175         686.19205898716        368.315544797106         0.1192720874843        23590.3247276166        6403878.22857073      0.0117750605863286 
                      2       0.114214214214214      0.0912191082633034      0.0279514902511871    3.06137804426983E-16    2.96707445113634E-27    4.06520529717028E-14                       0                       0                       0                       0                       0                       0        3379.73174454286       -6.45882999801439        685.948963807586         368.04427326872       0.119170590038902        23562.0459220062        6403727.90730411      0.0118166765594912 
                      2       0.114564564564565      0.0911414161381257      0.0279276837070657    3.01661883262387E-16    2.86985267413452E-27     4.0060139878218E-14                       0                       0                       0                       0                       0                       0        3379.75820641193       -6.91170370944704        685.705868628012        367.773001740334       0.119069092593504        23533.7671163958        6403577.58603749      0.0118582925326538 
                      2       0.114914914914915      0.0910637240129479      0.0279038771629443    2.97185962097792E-16     2.7726308971327E-27    3.94682267847333E-14                       0                       0                       0                       0                       0                       0        3379.78466828101       -7.36457742087968        685.462773448438        367.501730211949       0.118967595148106        23505.4883107854        6403427.26477087      0.0118999085058163 
                      2       0.115265265265265      0.0909860318877702      0.0278800706188229    2.92710040933197E-16    2.67540912013088E-27    3.88763136912485E-14                       0                       0                       0                       0                       0                       0        3379.81113015008       -7.81745113231233        685.219678268864        367.230458683563       0.118866097702708        23477.2095051751        6403276.94350425      0.0119415244789789 
                      2       0.115615615615616      0.0909083397625925      0.0278562640747015    2.88234119768602E-16    2.57818734312907E-27    3.82844005977637E-14                       0                       0                       0                       0                       0                       0        3379.83759201916       -8.27032484374497         684.97658308929        366.959187155177        0.11876460025731        23448.9306995647        6403126.62223762      0.0119831404521415 
                      2       0.115965965965966      0.0908306476374148      0.0278324575305801    2.83758198604007E-16    2.48096556612725E-27    3.76924875042789E-14                       0                       0                       0                       0                       0                       0        3379.86405388823       -8.72319855517762        684.733487909716        366.687915626791       0.118663102811912        23420.6518939543        6402976.30097101       0.012024756425304 
                      2       0.116316316316316       0.090752955512237      0.0278086509864587    2.79282277439411E-16    2.38374378912544E-27    3.71005744107942E-14                       0                       0                       0                       0                       0                       0        3379.89051575731       -9.17607226661026        684.490392730141        366.416644098405       0.118561605366514        23392.3730883439        6402825.97970438      0.0120663723984666 
                      2       0.116666666666667      0.0906752633870593      0.0277848444423373    2.74806356274816E-16    2.28652201212362E-27    3.65086613173094E-14                       0                       0                       0                       0                       0                       0        3379.91697762638       -9.62894597804289        684.247297550567        366.145372570019       0.118460107921115        23364.0942827335        6402675.65843776      0.0121079883716292 
                      2       0.117017017017017      0.0905975712618816      0.0277610378982159    2.70330435110221E-16     2.1893002351218E-27    3.59167482238246E-14                       0                       0                       0                       0                       0                       0        3379.94343949545       -10.0818196894755        684.004202370993        365.874101041633       0.118358610475717        23335.8154771232        6402525.33717114      0.0121496043447917 
                      2       0.117367367367367      0.0905198791367038      0.0277372313540945    2.65854513945626E-16    2.09207845811999E-27    3.53248351303398E-14                       0                       0                       0                       0                       0                       0        3379.96990136453       -10.5346934009082        683.761107191419        365.602829513248       0.118257113030319        23307.5366715128        6402375.01590452      0.0121912203179543 
                      2       0.117717717717718      0.0904421870115261      0.0277134248099731    2.61378592781031E-16    1.99485668111817E-27     3.4732922036855E-14                       0                       0                       0                       0                       0                       0         3379.9963632336       -10.9875671123408        683.518012011845        365.331557984862       0.118155615584921        23279.2578659024         6402224.6946379      0.0122328362911169 
                      2       0.118068068068068      0.0903644948863484      0.0276896182658517    2.56902671616436E-16    1.89763490411635E-27    3.41410089433703E-14                       0                       0                       0                       0                       0                       0        3380.02282510268       -11.4404408237735        683.274916832271        365.060286456476       0.118054118139523         23250.979060292        6402074.37337128      0.0122744522642794 
                      2       0.118418418418418      0.0902868027611707      0.0276658117217303     2.5242675045184E-16    1.80041312711454E-27    3.35490958498855E-14                       0                       0                       0                       0                       0                       0        3380.04928697175       -11.8933145352061        683.031821652696         364.78901492809       0.117952620694125        23222.7002546817        6401924.05210466       0.012316068237442 
                      2       0.118768768768769      0.0902091106359929      0.0276420051776089    2.47950829287245E-16    1.70319135011272E-27    3.29571827564007E-14                       0                       0                       0                       0                       0                       0        3380.07574884083       -12.3461882466388        682.788726473122        364.517743399704       0.117851123248727        23194.4214490713        6401773.73083804      0.0123576842106046 
                      2       0.119119119119119      0.0901314185108152      0.0276181986334875     2.4347490812265E-16     1.6059695731109E-27     3.2365269662916E-14                       0                       0                       0                       0                       0                       0         3380.1022107099       -12.7990619580714        682.545631293548        364.246471871318       0.117749625803329        23166.1426434609        6401623.40957142      0.0123993001837671 
                      2       0.119469469469469      0.0900537263856375      0.0275943920893661    2.38998986958055E-16    1.50874779610909E-27    3.17733565694312E-14                       0                       0                       0                       0                       0                       0        3380.12867257898        -13.251935669504        682.302536113974        363.975200342932       0.117648128357931        23137.8638378505         6401473.0883048      0.0124409161569297 
                      2        0.11981981981982      0.0899760342604597      0.0275705855452446     2.3452306579346E-16    1.41152601910727E-27    3.11814434759464E-14                       0                       0                       0                       0                       0                       0        3380.15513444805       -13.7048093809367          682.0594409344        363.703928814547       0.117546630912533        23109.5850322401        6401322.76703818      0.0124825321300923 
                      2        0.12017017017017       0.089898342135282      0.0275467790011232    2.30047144628865E-16    1.31430424210546E-27    3.05895303824617E-14                       0                       0                       0                       0                       0                       0        3380.18159631713       -14.1576830923693        681.816345754826        363.432657286161       0.117445133467134        23081.3062266298        6401172.44577156      0.0125241481032548 
                      2       0.120520520520521      0.0898206500101043      0.0275229724570018    2.25571223464269E-16    1.21708246510364E-27    2.99976172889769E-14                       0                       0                       0                       0                       0                       0         3380.2080581862        -14.610556803802        681.573250575252        363.161385757775       0.117343636021736        23053.0274210194        6401022.12450494      0.0125657640764174 
                      2       0.120870870870871      0.0897431602262433      0.0274992279188427    2.21086482998544E-16    1.11933576849175E-27     2.9404694007445E-14                       0                       0                       0                       0                       0                       0        3380.23444232062       -15.0622152776241        681.330820550384        362.890030388395       0.117242402904391        23024.8219984748         6400872.1676925       0.012606792915974 
                      2       0.121221221221221      0.0896692736544439      0.0274765875576978    2.16444691997035E-16    1.01224151646897E-27    2.87937817070911E-14                       0                       0                       0                       0                       0                       0        3380.25944218783       -15.4922332932058        681.100235330614        362.617182012617        0.11714587683374        22997.9233517872        6400728.70093228       0.012637366318526 
                      2       0.121571571571572      0.0895953870826444      0.0274539471965529    2.11802900995527E-16    9.05147264446195E-28    2.81828694067373E-14                       0                       0                       0                       0                       0                       0        3380.28444205505       -15.9222513087874        680.869650110845        362.344333636838        0.11704935076309        22971.0247050997        6400585.23417205       0.012667939721078 
                      2       0.121921921921922       0.089521500510845       0.027431306835408    2.07161109994019E-16     7.9805301242342E-28    2.75719571063834E-14                       0                       0                       0                       0                       0                       0        3380.30944192226       -16.3522693243691        680.639064891075         362.07148526106       0.116952824692439        22944.1260584121        6400441.76741183        0.01269851312363 
                      2       0.122272272272272      0.0894476139390455      0.0274086664742632    2.02519318992511E-16    6.90958760400641E-28    2.69610448060295E-14                       0                       0                       0                       0                       0                       0        3380.33444178948       -16.7822873399507        680.408479671305        361.798636885282       0.116856298621789        22917.2274117246         6400298.3006516       0.012729086526182 
                      2       0.122622622622623      0.0893737273672461      0.0273860261131183    1.97877527991003E-16    5.83864508377867E-28    2.63501325056757E-14                       0                       0                       0                       0                       0                       0        3380.35944165669       -17.2123053555324        680.177894451536        361.525788509503       0.116759772551139         22890.328765037        6400154.83389138       0.012759659928734 
                      2       0.122972972972973      0.0892998407954466      0.0273633857519734    1.93235736989495E-16    4.76770256355088E-28    2.57392202053218E-14                       0                       0                       0                       0                       0                       0        3380.38444152391       -17.6423233711141        679.947309231767        361.252940133725       0.116663246480488        22863.4301183495        6400011.36713115       0.012790233331286 
                      2       0.123323323323323      0.0892052129757566      0.0273343898135571    1.89503622866209E-16    4.09330956435483E-28    2.52438467231357E-14                       0                       0                       0                       0                       0                       0         3380.4187017031       -18.2050375591996        679.642637852789        360.992252301924       0.116539622856034        22829.0904355272        6399833.35143817      0.0128345639854639 
                      2       0.123673673673674      0.0890731096695632      0.0272939105568991    1.87415121690038E-16    4.13540605999281E-28      2.495722989068E-14                       0                       0                       0                       0                       0                       0        3380.46969350318       -19.0075084701184        679.204106887632        360.753536258133       0.116367039110318        22781.3062169321        6399592.91240065      0.0129037513744125 
                      2       0.124024024024024      0.0889410063633699       0.027253431300241    1.85326620513867E-16    4.17750255563079E-28    2.46706130582242E-14                       0                       0                       0                       0                       0                       0        3380.52068530327       -19.8099793810373        678.765575922474        360.514820214342       0.116194455364602        22733.5219983369        6399352.47336314      0.0129729387633611 
                      2       0.124374374374374      0.0888089030571765       0.027212952043583    1.83238119337696E-16    4.21959905126877E-28    2.43839962257685E-14                       0                       0                       0                       0                       0                       0        3380.57167710335       -20.6124502919561        678.327044957317         360.27610417055       0.116021871618887        22685.7377797418        6399112.03432562      0.0130421261523098 
                      2       0.124724724724725      0.0886767997509831       0.027172472786925    1.81149618161525E-16    4.26169554690675E-28    2.40973793933128E-14                       0                       0                       0                       0                       0                       0        3380.62266890344        -21.414921202875         677.88851399216        360.037388126759       0.115849287873171        22637.9535611466         6398871.5952881      0.0131113135412584 
                      2       0.125075075075075      0.0885446964447897       0.027131993530267    1.79061116985353E-16    4.30379204254473E-28     2.3810762560857E-14                       0                       0                       0                       0                       0                       0        3380.67366070352       -22.2173921137938        677.449983027002        359.798672082968       0.115676704127455        22590.1693425515        6398631.15625058       0.013180500930207 
                      2       0.125425425425425      0.0884125931385964       0.027091514273609    1.76972615809182E-16     4.3458885381827E-28    2.35241457284013E-14                       0                       0                       0                       0                       0                       0        3380.72465250361       -23.0198630247126        677.011452061845        359.559956039177       0.115504120381739        22542.3851239564        6398390.71721307      0.0132496883191556 
                      2       0.125775775775776       0.088280489832403      0.0270510350169509    1.74884114633011E-16    4.38798503382069E-28    2.32375288959455E-14                       0                       0                       0                       0                       0                       0        3380.77564430369       -23.8223339356315        676.572921096688        359.321239995385       0.115331536636023        22494.6009053612        6398150.27817555      0.0133188757081043 
                      2       0.126126126126126      0.0881441892959517      0.0270092696882342     1.7284949065885E-16    4.47530064152662E-28    2.29570815342734E-14                       0                       0                       0                       0                       0                       0        3380.82870183452       -24.6533322293671        676.118263418806        359.083776458304       0.115153468602974        22445.3219038499        6397903.14496123      0.0134116770459301 
                      2       0.126476476476476      0.0880076891568368      0.0269674431993255    1.70817428858401E-16    4.56476668050802E-28    2.26769275667507E-14                       0                       0                       0                       0                       0                       0        3380.88185760283       -25.4856871657569         675.66283882212        358.846372485187       0.114975139760225        22395.9718167337        6397655.69339994      0.0135056013641038 
                      2       0.126826826826827      0.0878711890177219      0.0269256167104168    1.68785367057953E-16    4.65423271948942E-28     2.2396773599228E-14                       0                       0                       0                       0                       0                       0        3380.93501337114       -26.3180421021467        675.207414225433         358.60896851207       0.114796810917477        22346.6217296175        6397408.24183866      0.0135995256822775 
                      2       0.127177177177177      0.0877346888786069      0.0268837902215081    1.66753305257504E-16    4.74369875847083E-28    2.21166196317053E-14                       0                       0                       0                       0                       0                       0        3380.98816913945       -27.1503970385366        674.751989628746        358.371564538953       0.114618482074728        22297.2716425013        6397160.79027737      0.0136934500004512 
                      2       0.127527527527528       0.087598188739492      0.0268419637325994    1.64721243457056E-16    4.83316479745223E-28    2.18364656641826E-14                       0                       0                       0                       0                       0                       0        3381.04132490776       -27.9827519749264        674.296565032059        358.134160565836        0.11444015323198        22247.9215553851        6396913.33871608      0.0137873743186249 
                      2       0.127877877877878      0.0874616886003771      0.0268001372436907    1.62689181656607E-16    4.92263083643362E-28      2.155631169666E-14                       0                       0                       0                       0                       0                       0        3381.09448067607       -28.8151069113161        673.841140435372        357.896756592719       0.114261824389231        22198.5714682689         6396665.8871548      0.0138812986367986 
                      2       0.128228228228228      0.0873251884612622       0.026758310754782    1.60657119856158E-16    5.01209687541503E-28    2.12761577291373E-14                       0                       0                       0                       0                       0                       0        3381.14763644439        -29.647461847706        673.385715838685        357.659352619602       0.114083495546483        22149.2213811527        6396418.43559351      0.0139752229549724 
                      2       0.128578578578579      0.0871886883221473      0.0267164842658733     1.5862505805571E-16    5.10156291439643E-28    2.09960037616146E-14                       0                       0                       0                       0                       0                       0         3381.2007922127       -30.4798167840958        672.930291241998        357.421948646485       0.113905166703734        22099.8712940365        6396170.98403222      0.0140691472731461 
                      2       0.128928928928929      0.0870521881830323      0.0266746577769646    1.56592996255261E-16    5.19102895337784E-28    2.07158497940919E-14                       0                       0                       0                       0                       0                       0        3381.25394798101       -31.3121717204856        672.474866645311        357.184544673368       0.113726837860986        22050.5212069203        6395923.53247094      0.0141630715913198 
                      2       0.129279279279279      0.0869156880439174      0.0266328312880559    1.54560934454813E-16    5.28049499235923E-28    2.04356958265692E-14                       0                       0                       0                       0                       0                       0        3381.30710374932       -32.1445266568754        672.019442048624        356.947140700251       0.113548509018237        22001.1711198041        6395676.08090965      0.0142569959094935 
                      2        0.12962962962963      0.0867791879048025      0.0265910047991472    1.52528872654364E-16    5.36996103134064E-28    2.01555418590465E-14                       0                       0                       0                       0                       0                       0        3381.36025951763       -32.9768815932652        671.564017451938        356.709736727134       0.113370180175489        21951.8210326879        6395428.62934836      0.0143509202276672 
                      2        0.12997997997998      0.0866426877656876      0.0265491783102385    1.50496810853915E-16    5.45942707032204E-28    1.98753878915239E-14                       0                       0                       0                       0                       0                       0        3381.41341528595        -33.809236529655        671.108592855251        356.472332754017        0.11319185133274        21902.4709455717        6395181.17778708      0.0144448445458409 
                      2        0.13033033033033      0.0865061876265726      0.0265073518213298    1.48464749053467E-16    5.54889310930344E-28    1.95952339240012E-14                       0                       0                       0                       0                       0                       0        3381.46657105426       -34.6415914660448        670.653168258564          356.2349287809       0.113013522489991        21853.1208584554        6394933.72622579      0.0145387688640147 
                      2       0.130680680680681      0.0863696874874577      0.0264655253324211    1.46432687253018E-16    5.63835914828484E-28    1.93150799564785E-14                       0                       0                       0                       0                       0                       0        3381.51972682257       -35.4739464024346        670.197743661877        355.997524807783       0.112835193647243        21803.7707713392         6394686.2746645      0.0146326931821884 
                      2       0.131031031031031      0.0862331873483428      0.0264236988435124     1.4440062545257E-16    5.72782518726624E-28    1.90349259889558E-14                       0                       0                       0                       0                       0                       0        3381.57288259088       -36.3063013388245         669.74231906519        355.760120834667       0.112656864804494         21754.420684223        6394438.82310322      0.0147266175003621 
                      2       0.131381381381381      0.0860966872092279      0.0263818723546037    1.42368563652121E-16    5.81729122624764E-28    1.87547720214331E-14                       0                       0                       0                       0                       0                       0        3381.62603835919       -37.1386562752142        669.286894468503         355.52271686155       0.112478535961746        21705.0705971068        6394191.37154193      0.0148205418185358 
                      2       0.131731731731732       0.085960187070113       0.026340045865695    1.40336501851672E-16    5.90675726522905E-28    1.84746180539104E-14                       0                       0                       0                       0                       0                       0         3381.6791941275        -37.971011211604        668.831469871816        355.285312888433       0.112300207118997        21655.7205099906        6393943.91998064      0.0149144661367095 
                      2       0.132082082082082       0.085823686930998      0.0262982193767863    1.38304440051224E-16    5.99622330421045E-28    1.81944640863878E-14                       0                       0                       0                       0                       0                       0        3381.73234989582       -38.8033661479939        668.376045275129        355.047908915316       0.112121878276249        21606.3704228744        6393696.46841936      0.0150083904548832 
                      2       0.132432432432432      0.0856871867918831      0.0262563928878776    1.36272378250775E-16    6.08568934319185E-28    1.79143101188651E-14                       0                       0                       0                       0                       0                       0        3381.78550566413       -39.6357210843837        667.920620678442        354.810504942199         0.1119435494335        21557.0203357582        6393449.01685807       0.015102314773057 
                      2       0.132782782782783      0.0855506866527682      0.0262145663989688    1.34240316450327E-16    6.17515538217325E-28    1.76341561513424E-14                       0                       0                       0                       0                       0                       0        3381.83866143244       -40.4680760207735        667.465196081756        354.573100969082       0.111765220590752         21507.670248642        6393201.56529678      0.0151962390912307 
                      2       0.133133133133133      0.0854141865136532      0.0261727399100601    1.32208254649878E-16    6.26462142115465E-28    1.73540021838197E-14                       0                       0                       0                       0                       0                       0        3381.89181720075       -41.3004309571632        667.009771485069        354.335696995965       0.111586891748003        21458.3201615258         6392954.1137355      0.0152901634094044 
                      2       0.133483483483483      0.0852776863745383      0.0261309134211514    1.30176192849429E-16    6.35408746013606E-28     1.7073848216297E-14                       0                       0                       0                       0                       0                       0        3381.94497296906       -42.1327858935531        666.554346888382        354.098293022848       0.111408562905255        21408.9700744096        6392706.66217421      0.0153840877275781 
                      2       0.133833833833834      0.0851444958526186      0.0260901010310503    1.28101647576966E-16    6.40789713964843E-28    1.67888294724014E-14                       0                       0                       0                       0                       0                       0        3381.99649985891       -42.9426463011937        666.111638593269         353.85990141801       0.111234558555219        21360.7986596412        6392464.48913264      0.0154593918780585 
                      2       0.134184184184184      0.0850123925464252      0.0260496217743923    1.26013146400795E-16    6.44999363528641E-28    1.65022126399457E-14                       0                       0                       0                       0                       0                       0          3382.047491659       -43.7451172121126        665.673107628111        353.621185374219       0.111061974809503        21313.0144410461        6392224.05009512      0.0155285792670071 
                      2       0.134534534534535      0.0848802892402318      0.0260091425177342    1.23924645224624E-16    6.49209013092439E-28      1.621559580749E-14                       0                       0                       0                       0                       0                       0        3382.09848345908       -44.5475881230314        665.234576662954        353.382469330428       0.110889391063787         21265.230222451         6391983.6110576      0.0155977666559558 
